[INFO][Wed, 10 Dec 25 10:00:03 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1143][nocodecodegen/mainAction]SELECT IF(COUNT(*) > 0, 1, 0) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_NAME` = 'cms_modules' AND `TABLE_SCHEMA` = DATABASE()

[INFO][Wed, 10 Dec 25 10:00:03 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1077][nocodecodegen/mainAction]DESCRIBE `cms_modules`

[INFO][Wed, 10 Dec 25 10:00:04 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1327][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1
[INFO][Wed, 10 Dec 25 10:03:14 +0800][dfcd50b8-42ad-993a-5f18-ba3880e2a4b5][Cli] - [nocodecodegen][Sql][0.1041][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:03:20 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1011][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:03:25 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1049][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:03:28 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1034][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:03:40 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0999][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:03:54 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0991][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:01 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1030][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:10 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1022][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:12 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0990][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:15 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.1037][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:23 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0996][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

[INFO][Wed, 10 Dec 25 10:04:26 +0800][55ec7bfa-3859-7abc-97ef-a0e8d270251a][Cli] - [nocodecodegen][Sql][0.0990][nocodecodegen/mainAction]SELECT `cms_modules`.`module_id`, `cms_modules`.`module_name`, `cms_modules`.`parent_module_id`, `cms_modules`.`is_action`, `cms_modules`.`controller`, `cms_modules`.`action`, `cms_modules`.`modify_username`, `cms_modules`.`system_id`, `cms_modules`.`m_type`, `cms_modules`.`icon`, `cms_modules`.`deleted`, `cms_modules`.`modify_time`, `cms_modules`.`root_path` FROM `cms_modules` WHERE `cms_modules`.`module_id` = :0 LIMIT 1

